model_key	model_label	model_id	run_id	worker_pod	lane	label	parent	relationship	source	confidence	start_s_after_container	end_s_after_container	duration_s	start_iso	end_iso
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	vllm_child	Kernel warmup	compile_or_warm_up_model total	nested	worker.kernel_warmup	instrumented	74.471	74.855	0.384	2026-05-01T00:45:13.470Z	2026-05-01T00:45:13.855Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	vllm_child	CUDA graph capture	compile_or_warm_up_model total	nested	worker.capture_model	instrumented	74.855	80.514	5.659	2026-05-01T00:45:13.855Z	2026-05-01T00:45:19.514Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	vllm_child	Sampler/V2 warmup	compile_or_warm_up_model total	nested	worker.sampler_warmup	instrumented	80.514	80.534	0.020	2026-05-01T00:45:19.514Z	2026-05-01T00:45:19.534Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	critical_path	Engine post-init parent-process tail		additive	AsyncLLM.from_vllm_config return + parent bookkeeping	inferred-gap	80.535	81.195	0.660	2026-05-01T00:45:19.535Z	2026-05-01T00:45:20.195Z
qwen25-32b	Qwen2.5 32B	Qwen/Qwen2.5-32B-Instruct	cold-qwen25-32b-0501004337	cold-qwen25-32b-0501004337-worker-d6eb25ad-75db98fbcc-5w9ct	critical_path	Dynamo registration/discovery to first chat		additive	Dynamo registration + frontend first chat	inferred-gap	81.242	94.646	13.404	2026-05-01T00:45:20.242Z	2026-05-01T00:45:33.646Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	critical_path	Container start -> first Python/vLLM log		additive	k8s.container.startedAt + worker log	coarse-start	0.000	5.085	5.085	2026-05-01T00:46:40.000Z	2026-05-01T00:46:45.085Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	critical_path	Main-process vLLM platform detection		additive	vllm.platforms	measured	5.085	5.148	0.063	2026-05-01T00:46:45.085Z	2026-05-01T00:46:45.148Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	critical_path	Python import / Dynamo module load gap		additive	log gap before dynamo.nixl_connect	inferred-gap	5.148	14.170	9.022	2026-05-01T00:46:45.148Z	2026-05-01T00:46:54.170Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	critical_path	Dynamo CLI/config parse to offline model path		additive	arg_utils.__post_init__	inferred-gap	14.170	14.834	0.664	2026-05-01T00:46:54.170Z	2026-05-01T00:46:54.834Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	critical_path	HF cache local path check		additive	dynamo_llm::hub	measured-but-not-blog-critical	14.834	15.143	0.309	2026-05-01T00:46:54.834Z	2026-05-01T00:46:55.143Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	critical_path	Runtime/discovery/status-server bootstrap		additive	Dynamo runtime logs	measured	15.143	15.158	0.015	2026-05-01T00:46:55.143Z	2026-05-01T00:46:55.158Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	critical_path	vLLM model-class inspection		additive	registry.inspect_model_cls	measured	15.187	25.234	10.047	2026-05-01T00:46:55.187Z	2026-05-01T00:47:05.234Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	critical_path	vLLM engine config, tokenizer, renderer, child spawn		additive	create_engine_config + tokenizer/renderer + AsyncLLM child spawn	inferred-gap	25.234	30.804	5.570	2026-05-01T00:47:05.234Z	2026-05-01T00:47:10.804Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	critical_path	EngineCore child Python/bootstrap		additive	EngineCore logs	measured	30.804	31.639	0.835	2026-05-01T00:47:10.804Z	2026-05-01T00:47:11.639Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	critical_path	EngineCore pre-load setup		additive	EngineCore setup before worker.load_model	inferred-gap	31.639	34.598	2.959	2026-05-01T00:47:11.639Z	2026-05-01T00:47:14.598Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	vllm_parent	Model load total		parent	worker.load_model	instrumented	34.598	66.463	31.865	2026-05-01T00:47:14.598Z	2026-05-01T00:47:46.463Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	vllm_parent	KV/profile/warmup total		parent	engine.initialize_kv_caches_total	instrumented	66.464	103.878	37.414	2026-05-01T00:47:46.463Z	2026-05-01T00:48:23.878Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	vllm_child	Determine available memory total	KV/profile/warmup total	nested	worker.determine_available_memory_total	instrumented	66.464	94.873	28.409	2026-05-01T00:47:46.464Z	2026-05-01T00:48:14.873Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	vllm_child	Profile run	Determine available memory total	nested	worker.profile_run	instrumented	66.591	93.653	27.062	2026-05-01T00:47:46.591Z	2026-05-01T00:48:13.653Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	vllm_child	torch.compile	Profile run	nested	vllm.log.torch_compile	log-duration-derived	66.600	92.200	25.600	2026-05-01T00:47:46.600Z	2026-05-01T00:48:12.200Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	vllm_child	Initial profiling/warmup forward	Profile run	nested	vllm.log.initial_profile_warmup	log-duration-derived	92.197	93.287	1.090	2026-05-01T00:48:12.197Z	2026-05-01T00:48:13.287Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	vllm_child	Profile CUDA graph memory	Determine available memory total	nested	worker.profile_cudagraph_memory	instrumented	93.654	94.663	1.009	2026-05-01T00:48:13.653Z	2026-05-01T00:48:14.663Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	vllm_child	Memory profiling context	Determine available memory total	nested	vllm.log.memory_profiling	log-duration-derived	66.593	94.873	28.280	2026-05-01T00:47:46.593Z	2026-05-01T00:48:14.873Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	vllm_child	Engine initialize_from_config	KV/profile/warmup total	nested	engine.initialize_from_config	instrumented	94.875	103.878	9.003	2026-05-01T00:48:14.874Z	2026-05-01T00:48:23.878Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	vllm_child	Worker KV allocation total	Engine initialize_from_config	nested	worker.initialize_from_config_total	instrumented	94.875	94.891	0.016	2026-05-01T00:48:14.875Z	2026-05-01T00:48:14.891Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	vllm_child	Ensure KV transfer init	Worker KV allocation total	nested	worker.ensure_kv_transfer_initialized	instrumented	94.875	94.875	0.000	2026-05-01T00:48:14.874Z	2026-05-01T00:48:14.875Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	vllm_child	Initialize KV cache	Worker KV allocation total	nested	worker.initialize_kv_cache	instrumented	94.875	94.890	0.015	2026-05-01T00:48:14.874Z	2026-05-01T00:48:14.890Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	vllm_child	compile_or_warm_up_model total	Engine initialize_from_config	nested	worker.compile_or_warm_up_model_total	instrumented	94.891	103.878	8.987	2026-05-01T00:48:14.891Z	2026-05-01T00:48:23.878Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	vllm_child	Remove LoRAs after compile warmup	compile_or_warm_up_model total	nested	worker.remove_loras_after_compile_warmup	instrumented	94.891	94.891	0.000	2026-05-01T00:48:14.890Z	2026-05-01T00:48:14.891Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	vllm_child	Kernel warmup	compile_or_warm_up_model total	nested	worker.kernel_warmup	instrumented	94.891	95.634	0.743	2026-05-01T00:48:14.891Z	2026-05-01T00:48:15.634Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	vllm_child	CUDA graph capture	compile_or_warm_up_model total	nested	worker.capture_model	instrumented	95.634	103.852	8.218	2026-05-01T00:48:15.633Z	2026-05-01T00:48:23.852Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	vllm_child	Sampler/V2 warmup	compile_or_warm_up_model total	nested	worker.sampler_warmup	instrumented	103.853	103.877	0.024	2026-05-01T00:48:23.852Z	2026-05-01T00:48:23.877Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	critical_path	Engine post-init parent-process tail		additive	AsyncLLM.from_vllm_config return + parent bookkeeping	inferred-gap	103.878	104.558	0.680	2026-05-01T00:48:23.878Z	2026-05-01T00:48:24.558Z
qwen25-72b	Qwen2.5 72B	Qwen/Qwen2.5-72B-Instruct	cold-qwen25-72b-0501004611	cold-qwen25-72b-0501004611-worker-97c8522c-77d4744bc5-qmh97	critical_path	Dynamo registration/discovery to first chat		additive	Dynamo registration + frontend first chat	inferred-gap	104.606	111.688	7.082	2026-05-01T00:48:24.606Z	2026-05-01T00:48:31.688Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	critical_path	Container start -> first Python/vLLM log		additive	k8s.container.startedAt + worker log	coarse-start	0.000	5.178	5.178	2026-05-01T00:56:04.000Z	2026-05-01T00:56:09.178Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	critical_path	Main-process vLLM platform detection		additive	vllm.platforms	measured	5.178	5.241	0.063	2026-05-01T00:56:09.178Z	2026-05-01T00:56:09.241Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	critical_path	Python import / Dynamo module load gap		additive	log gap before dynamo.nixl_connect	inferred-gap	5.241	14.235	8.994	2026-05-01T00:56:09.241Z	2026-05-01T00:56:18.235Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	critical_path	Dynamo CLI/config parse to offline model path		additive	arg_utils.__post_init__	inferred-gap	14.235	14.898	0.663	2026-05-01T00:56:18.235Z	2026-05-01T00:56:18.898Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	critical_path	HF cache local path check		additive	dynamo_llm::hub	measured-but-not-blog-critical	14.898	15.201	0.303	2026-05-01T00:56:18.898Z	2026-05-01T00:56:19.201Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	critical_path	Runtime/discovery/status-server bootstrap		additive	Dynamo runtime logs	measured	15.201	15.216	0.015	2026-05-01T00:56:19.201Z	2026-05-01T00:56:19.216Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	critical_path	vLLM model-class inspection		additive	registry.inspect_model_cls	measured	15.244	25.192	9.948	2026-05-01T00:56:19.244Z	2026-05-01T00:56:29.192Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	critical_path	vLLM engine config, tokenizer, renderer, child spawn		additive	create_engine_config + tokenizer/renderer + AsyncLLM child spawn	inferred-gap	25.192	32.425	7.233	2026-05-01T00:56:29.192Z	2026-05-01T00:56:36.425Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	critical_path	EngineCore child Python/bootstrap		additive	EngineCore logs	measured	32.425	34.188	1.763	2026-05-01T00:56:36.425Z	2026-05-01T00:56:38.188Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	critical_path	EngineCore pre-load setup		additive	EngineCore setup before worker.load_model	inferred-gap	34.188	36.216	2.028	2026-05-01T00:56:38.188Z	2026-05-01T00:56:40.215Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	vllm_parent	Model load total		parent	worker.load_model	instrumented	36.216	49.789	13.573	2026-05-01T00:56:40.215Z	2026-05-01T00:56:53.789Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	vllm_parent	KV/profile/warmup total		parent	engine.initialize_kv_caches_total	instrumented	49.789	90.680	40.891	2026-05-01T00:56:53.789Z	2026-05-01T00:57:34.680Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	vllm_child	Determine available memory total	KV/profile/warmup total	nested	worker.determine_available_memory_total	instrumented	49.790	67.983	18.193	2026-05-01T00:56:53.789Z	2026-05-01T00:57:11.983Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	vllm_child	Profile run	Determine available memory total	nested	worker.profile_run	instrumented	49.908	66.679	16.771	2026-05-01T00:56:53.908Z	2026-05-01T00:57:10.679Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	vllm_child	torch.compile	Profile run	nested	vllm.log.torch_compile	log-duration-derived	49.918	65.588	15.670	2026-05-01T00:56:53.918Z	2026-05-01T00:57:09.588Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	vllm_child	Initial profiling/warmup forward	Profile run	nested	vllm.log.initial_profile_warmup	log-duration-derived	65.586	66.366	0.780	2026-05-01T00:57:09.586Z	2026-05-01T00:57:10.366Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	vllm_child	Profile CUDA graph memory	Determine available memory total	nested	worker.profile_cudagraph_memory	instrumented	66.679	67.805	1.126	2026-05-01T00:57:10.678Z	2026-05-01T00:57:11.805Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	vllm_child	Memory profiling context	Determine available memory total	nested	vllm.log.memory_profiling	log-duration-derived	49.912	67.982	18.070	2026-05-01T00:56:53.912Z	2026-05-01T00:57:11.982Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	vllm_child	Engine initialize_from_config	KV/profile/warmup total	nested	engine.initialize_from_config	instrumented	67.985	90.680	22.695	2026-05-01T00:57:11.984Z	2026-05-01T00:57:34.680Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	vllm_child	Worker KV allocation total	Engine initialize_from_config	nested	worker.initialize_from_config_total	instrumented	67.985	68.000	0.015	2026-05-01T00:57:11.984Z	2026-05-01T00:57:12.000Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	vllm_child	Ensure KV transfer init	Worker KV allocation total	nested	worker.ensure_kv_transfer_initialized	instrumented	67.984	67.984	0.000	2026-05-01T00:57:11.983Z	2026-05-01T00:57:11.984Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	vllm_child	Initialize KV cache	Worker KV allocation total	nested	worker.initialize_kv_cache	instrumented	67.984	67.999	0.015	2026-05-01T00:57:11.984Z	2026-05-01T00:57:11.999Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	vllm_child	compile_or_warm_up_model total	Engine initialize_from_config	nested	worker.compile_or_warm_up_model_total	instrumented	68.000	90.679	22.679	2026-05-01T00:57:11.999Z	2026-05-01T00:57:34.679Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	vllm_child	Remove LoRAs after compile warmup	compile_or_warm_up_model total	nested	worker.remove_loras_after_compile_warmup	instrumented	68.000	68.000	0.000	2026-05-01T00:57:11.999Z	2026-05-01T00:57:12.000Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	vllm_child	Kernel warmup	compile_or_warm_up_model total	nested	worker.kernel_warmup	instrumented	68.000	77.621	9.621	2026-05-01T00:57:12.000Z	2026-05-01T00:57:21.621Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	vllm_child	CUDA graph capture	compile_or_warm_up_model total	nested	worker.capture_model	instrumented	77.621	90.651	13.030	2026-05-01T00:57:21.621Z	2026-05-01T00:57:34.651Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	vllm_child	Sampler/V2 warmup	compile_or_warm_up_model total	nested	worker.sampler_warmup	instrumented	90.652	90.679	0.027	2026-05-01T00:57:34.652Z	2026-05-01T00:57:34.679Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	critical_path	Engine post-init parent-process tail		additive	AsyncLLM.from_vllm_config return + parent bookkeeping	inferred-gap	90.680	92.788	2.108	2026-05-01T00:57:34.680Z	2026-05-01T00:57:36.788Z
gpt-oss-120b	GPT-OSS 120B	openai/gpt-oss-120b	cold-gpt-oss-120b-0501005551	cold-gpt-oss-120b-0501005551-worker-ba8ec77b-555b7487d-rbfgk	critical_path	Dynamo registration/discovery to first chat		additive	Dynamo registration + frontend first chat	inferred-gap	92.840	104.297	11.457	2026-05-01T00:57:36.840Z	2026-05-01T00:57:48.297Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	critical_path	Container start -> first Python/vLLM log		additive	k8s.container.startedAt + worker log	coarse-start	0.000	4.838	4.838	2026-05-01T00:51:56.000Z	2026-05-01T00:52:00.838Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	critical_path	Main-process vLLM platform detection		additive	vllm.platforms	measured	4.838	4.902	0.064	2026-05-01T00:52:00.838Z	2026-05-01T00:52:00.902Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	critical_path	Python import / Dynamo module load gap		additive	log gap before dynamo.nixl_connect	inferred-gap	4.902	13.930	9.028	2026-05-01T00:52:00.902Z	2026-05-01T00:52:09.930Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	critical_path	Dynamo CLI/config parse to offline model path		additive	arg_utils.__post_init__	inferred-gap	13.930	14.597	0.667	2026-05-01T00:52:09.930Z	2026-05-01T00:52:10.597Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	critical_path	HF cache local path check		additive	dynamo_llm::hub	measured-but-not-blog-critical	14.597	14.917	0.320	2026-05-01T00:52:10.597Z	2026-05-01T00:52:10.917Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	critical_path	Runtime/discovery/status-server bootstrap		additive	Dynamo runtime logs	measured	14.917	14.931	0.014	2026-05-01T00:52:10.917Z	2026-05-01T00:52:10.931Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	critical_path	vLLM model-class inspection		additive	registry.inspect_model_cls	measured	14.950	24.937	9.987	2026-05-01T00:52:10.950Z	2026-05-01T00:52:20.937Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	critical_path	vLLM engine config, tokenizer, renderer, child spawn		additive	create_engine_config + tokenizer/renderer + AsyncLLM child spawn	inferred-gap	24.937	31.452	6.515	2026-05-01T00:52:20.937Z	2026-05-01T00:52:27.452Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	critical_path	EngineCore child Python/bootstrap		additive	EngineCore logs	measured	31.452	33.300	1.848	2026-05-01T00:52:27.452Z	2026-05-01T00:52:29.300Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	critical_path	EngineCore pre-load setup		additive	EngineCore setup before worker.load_model	inferred-gap	33.300	35.326	2.026	2026-05-01T00:52:29.300Z	2026-05-01T00:52:31.325Z
llama33-70b-fp8	Llama 3.3 70B FP8	RedHatAI/Llama-3.3-70B-Instruct-FP8-dynamic	cold-llama33-70b-fp8-0501005143	cold-llama33-70b-fp8-0501005143-worker-7f9a0715-88754fbb6-8kr76	vllm_parent	Model load total		parent	worker.load_model	instrumented	35.326	51.082	15.756	2026-05-01T00:52:31.325Z	2026-05-01T00:52:47.082Z
